1, 'Creamy Shrimp Spaghetti', 'with Broccoli & Meyer Lemon',1. Choppy choppy. 2. Mixy mixy. 3. Stirry stirry 4. Cooky cooky. 5. Servey Servey. 6. Yummy yummy.,'2017-02-02',,76,1,25,25,'https://media.blueapron.com/recipes/2098/square_newsletter_images/1484849088-4-5728/130-2PF-creamy-shrimp-spaghetti-14497_v2_SQ.jpg?quality=80&width=850'
2, 'Sunchoke & Egg Noodle Casserole', 'with Kale & Mornay Sauce',1. Choppy choppy. 2. Mixy mixy. 3. Stirry stirry 4. Cooky cooky. 5. Servey Servey. 6. Yummy yummy.,'2017-02-02',,45,1,15,15,'https://media.blueapron.com/recipes/2100/square_newsletter_images/1485203052-4-1675/130-2PV1-Sunchoke-Egg-Noodle-Casserole-20345_SQ.jpg?quality=80&width=850'
3, 'Tempura Fried Cod', 'with Thai-Style Vegetable Salad & Jasmine Rice',"1Prepare the ingredients:
Wash and dry the fresh produce. Peel and mince the garlic. Cut off and discard the root ends of the scallions; thinly slice, separating the white bottoms and green tops. Peel the carrots; halve lengthwise, then thinly slice crosswise. Cut off and discard the ends of the radishes; thinly slice into rounds.

Cook the rice: 
2Cook the rice:
In a small pot, heat 1 teaspoon of olive oil on medium-high until hot. Add the garlic and season with salt and pepper. Cook, stirring constantly, 30 seconds to 1 minute, or until fragrant. Add the rice, a big pinch of salt and 1_ cups of water. Heat to boiling on high. Once boiling, cover and reduce the heat to low. Cook 12 to 14 minutes, or until the water has been absorbed and the rice is tender. Turn off the heat and fluff the cooked rice with a fork.

Make the dressing: 
3Make the dressing:
While the rice cooks, in a bowl, combine the vinegar, tamarind concentrate, Golden Mountain sauce, white bottoms of the scallions and as much of the sambal oelek as you’d like, depending on how spicy you’d like the dish to be. Season with salt and pepper to taste.

Coat & cook the cod: 
4Coat & cook the cod:
While the rice continues to cook, to make the batter, in a large bowl, combine the tempura mix and _ cup of cold water; whisk until smooth. Season with salt and pepper. Pat the cod fillets dry with paper towels; season with salt and pepper on both sides. In a medium pan (nonstick, if you have one), heat 1 tablespoon of oil on medium-high until hot. Once the oil is hot enough that a drop of batter sizzles immediately when added to the pan, thoroughly coat the seasoned fillets in the batter (letting any excess drip off) and carefully add to the pan. Cook 3 to 4 minutes per side, or until golden brown and cooked through. Transfer to a paper towel-lined plate; immediately season with salt and pepper.

Make the salad:
5Make the salad:
Just before serving, in a large bowl, combine the kale, carrots and radishes; season with salt and pepper. Add enough of the dressing to coat the salad (you will have extra dressing). Toss to thoroughly combine; season with salt and pepper to taste. Transfer the remaining dressing to a serving dish.

Plate your dish:
6Plate your dish:
Divide the cooked rice between 2 dishes. Top with the cooked cod fillets. Garnish with the green tops of the scallions. Divide the salad between 2 separate dishes. Serve the cod and salad with the remaining dressing on the side. Enjoy!",'2017-02-02',,5,1,15,35,'https://media.blueapron.com/recipes/2132/square_newsletter_images/1486678508-4-0006-5209/220-2PF-Tempura-Fried-Cod-20606_x1c_WEB_SQ.jpg?quality=80&width=850'
55, 'Baked Whole Wheat Rigatoni', 'With Cone Cabbage & Sage',"Prepare the ingredients:
Preheat the oven to 475°F. Wash and dry the fresh produce. Heat a large pot of salted water to boiling on high. Medium dice the potato. Peel and small dice the onion. Cut out and discard the cabbage core; roughly chop the leaves. Pick the sage leaves off the stems; discard the stems and thinly slice the leaves. Peel and mince the garlic. Grate the Fontina cheese (discarding any rind).

Cook the vegetables:
2Cook the vegetables:
In a large pan (nonstick, if you have one), heat 2 teaspoons of olive oil on medium-high until hot. Add the potato and onion; season with salt and pepper. Cook, stirring occasionally, 6 to 8 minutes, or until slightly softened. Add the cabbage and sage; season with salt and pepper. Cook, stirring occasionally, 1 to 2 minutes, or until the cabbage has wilted. Add 1 cup of water and cook, stirring occasionally, 10 to 12 minutes, or until the water has cooked off. Remove from heat.

Cook the pasta:
3Cook the pasta:
While the vegetables cook, add the pasta to the pot of boiling water. Cook 7 to 9 minutes, or until just shy of al dente (still slightly firm to the bite). Reserving _ cup of the pasta cooking water, drain thoroughly. Wipe out the pot.

Make the béchamel sauce:
4Make the béchamel sauce:
While the vegetables continue to cook, in the same pot, heat the butter on medium-high until melted. Add the garlic and cook, stirring frequently, 30 seconds to 1 minute, or until fragrant. Add the flour and cook, stirring frequently, 30 seconds to 1 minute, or until golden brown. Slowly whisk in the milk and reserved pasta cooking water; cook, whisking frequently, 2 to 4 minutes, or until thickened. Remove from heat and stir in half the Fontina cheese until well combined. Season with salt and pepper to taste.

Assemble & bake the pasta:
5Assemble & bake the pasta:
Add the cooked vegetables and cooked pasta to the pot of béchamel sauce; stir to thoroughly combine and season with salt and pepper to taste. Transfer to a baking dish. Evenly top with the remaining Fontina cheese and half the Parmesan cheese; season with salt and pepper. Bake 8 to 10 minutes, or until the cheese is melted and lightly browned. Remove from the oven and let stand for 2 minutes before serving.

Plate your dish:
6Plate your dish:
Garnish the baked pasta with the remaining Parmesan cheese. Divide _ of the baked pasta between 2 dishes (you will have extra). Enjoy!",'2016-10-10',,70,1,15,50,'https://media.blueapron.com/recipes/1858/square_newsletter_images/1473297201-4-7818/101016_V1_RigatoniBake0714_SQ.jpg?quality=80&width=850'
54, 'Seared Salmon & Fall Vegetables', 'With Apple-Brown Butter Vinaigrette',"1Prepare the ingredients:
Wash and dry the fresh produce. Core and small dice the apple. Using a peeler, remove the yellow rind of the lemon, avoiding the white pith; mince the rind to get 2 teaspoons of zest (or use a zester). Quarter and deseed the lemon. Medium dice the potatoes. Peel and medium dice the turnip. Cut off and discard the stem ends of the Brussels sprouts; quarter the Brussels sprouts. Pick the tarragon leaves off the stems; discard the stems and roughly chop the leaves.

Make the vinaigrette:
2Make the vinaigrette:
In a large pan (nonstick, if you have one), heat the butter on medium-high until melted. Cook, stirring occasionally and swirling the pan, 2 to 3 minutes, or until deep golden brown and fragrant. Add the apple and mustard seeds; season with salt and pepper. Cook, stirring occasionally, 2 to 3 minutes, or until slightly softened and fragrant. Turn off the heat and stir in the juice of all 4 lemon wedges; season with salt and pepper to taste. Transfer to a bowl and set aside in a warm place. Rinse and wipe out the pan.

Start the hash:
3Start the hash:
In the same pan, heat 2 teaspoons of olive oil on medium-high until hot. Add the potatoes and season with salt and pepper. Cook, stirring occasionally, 8 to 10 minutes, or until browned and softened.

Finish the hash:
4Finish the hash:
Add the turnip and Brussels sprouts to the pan; season with salt and pepper. Cook, stirring occasionally, 8 to 10 minutes, or until browned and slightly softened. Turn off the heat and stir in the lemon zest and all but a pinch of the tarragon; season with salt and pepper to taste. Transfer to a plate and set aside in a warm place. Wipe out the pan.

Cook the salmon:
5Cook the salmon:
Pat the salmon fillets dry with paper towels; season with salt and pepper on both sides. In the same pan, heat 2 teaspoons of olive oil on medium-high until hot. Add the seasoned fillets, skin sides down, and cook 4 to 5 minutes on the first side, or until browned and crispy. Flip and cook 1 to 2 minutes, or until cooked to your desired degree of doneness. Remove from heat.

Plate your dish:
6Plate your dish:
Divide the finished hash and cooked salmon fillets between 2 dishes. Top with a few spoonfuls of the vinaigrette. Garnish with the remaining tarragon. Enjoy!",'2016-10-10',,33,1,20,25,'https://media.blueapron.com/recipes/1856/square_newsletter_images/1475270682-4-8523/101016_2PF_SearedSalmon-0969_Reshoot_SQ.jpg?quality=80&width=850'
49, 'Harissa Chicken Skewers', 'With Khorasan Wheat & Persimmon Salad',"1Cook the khorasan wheat:
Heat a medium pot of salted water to boiling on high. Once boiling, add the khorasan wheat and cook, uncovered, 16 to 18 minutes, or until tender. Drain thoroughly and set aside in a warm place.

Prepare the ingredients:
2Prepare the ingredients:
While the khorasan wheat cooks, wash and dry the fresh produce. Peel and mince the garlic. Remove and discard the kale stems; roughly chop the leaves. Core and small dice the persimmon. Cut each chicken breast lengthwise into 4 equal-sized strips; transfer to a medium bowl.

Assemble the chicken skewers:
3Assemble the chicken skewers:
While the khorasan wheat continues to cook, to the bowl of chicken strips, add _ of the labneh and as much of the harissa paste as you’d like, depending on how spicy you’d like the dish to be; season with salt and pepper. Toss to thoroughly coat. Working 1 strip at a time, carefully thread the seasoned chicken lengthwise onto the skewers. Transfer to a plate.

Cook the chicken skewers:
4Cook the chicken skewers:
In a large pan (nonstick, if you have one), heat 1 tablespoon of olive oil on medium-high until hot. Add the chicken skewers and cook 3 to 4 minutes per side, or until browned and cooked through. Leaving any browned bits (or fond) in the pan, transfer to a plate and set aside in a warm place.

Make the khorasan wheat salad:
5Make the khorasan wheat salad:
Add 1 teaspoon of olive oil to the pan of reserved fond and heat on medium-high until hot. Add the garlic and cook, stirring occasionally, 30 seconds to 1 minute, or until fragrant. Add the kale; season with salt and pepper. Cook, stirring occasionally, 30 seconds to 1 minute, or until slightly wilted. Add the vinegar and _ cup of water (be careful, as the liquid may splatter). Cook, stirring occasionally, 4 to 5 minutes, or until the kale has wilted and most of the liquid has cooked off. Add the persimmon and cooked khorasan wheat. Cook, stirring occasionally, 1 to 2 minutes, or until thoroughly combined and the persimmon is slightly softened. Season with salt and pepper to taste.

Season the labneh & plate your dish:
6Season the labneh & plate your dish:
Place the remaining labneh in a bowl; season with salt and pepper. Stir to incorporate. Divide the khorasan wheat salad and cooked chicken skewers between 2 dishes. Serve with the seasoned labneh on the side. Enjoy!",'2016-01-01',,48,1,50,45,'https://media.blueapron.com/recipes/2008/square_newsletter_images/1478206004-4-6235/120516_2PP_HarissaChickenSkewers-2798_SQ.jpg?quality=80&width=850'
50, 'Spicy Shrimp & Bucatini Pasta', 'With Kale',"1Prepare the ingredients:
Wash and dry the fresh produce. Heat a large pot of salted water to boiling on high. Cut off and discard the root ends of the scallions; thinly slice, separating the white bottoms and green tops. Peel and mince the garlic. Remove and discard the kale stems; finely chop the leaves. Quarter and deseed the lemon.

Cook the kale:
2Cook the kale:
In a large pan (nonstick, if you have one), heat 2 teaspoons of olive oil on medium until hot. Add the white bottoms of the scallions and half the garlic; season with salt and pepper. Cook, stirring occasionally, 30 seconds to 1 minute, or until fragrant. Add the kale; season with salt and pepper. Cook, stirring frequently, 1 to 2 minutes, or until slightly wilted. Add _ cup of water; cook, stirring occasionally, 4 to 6 minutes, or until the kale has wilted and the water has cooked off. Turn off the heat and stir in the juice of 2 lemon wedges. Transfer to a bowl; season with salt and pepper to taste. Wipe out the pan.

Cook the pasta:
3Cook the pasta:
While the kale cooks, add the pasta to the pot of boiling water. Cook 8 to 10 minutes, or until al dente (still slightly firm to the bite). Reserving _ cup of the pasta cooking water, drain thoroughly.

Start the shrimp:
4Start the shrimp:
Pat the shrimp dry with paper towels; season with salt and pepper. In the same pan, heat 2 teaspoons of olive oil on medium-high until hot. Add the seasoned shrimp in a single, even layer and cook 1 to 2 minutes on the first side, or until lightly browned.

Finish the shrimp:
5Finish the shrimp:
Flip the shrimp. To the pan, add the butter, cooked kale, remaining garlic and as much of the red pepper flakes as you’d like, depending on how spicy you’d like the dish to be; season with salt and pepper. Cook, stirring frequently, 2 to 3 minutes, or until thoroughly combined and the shrimp are cooked through.

Finish & plate your dish:
6Finish & plate your dish:
Add the cooked pasta and half the reserved pasta cooking water to the pan. Cook, stirring vigorously to coat the pasta, 1 to 2 minutes, or until well combined and heated through. (If the sauce seems dry, gradually add the remaining pasta cooking water to achieve your desired consistency.) Remove from heat and season with salt and pepper to taste. Divide the finished shrimp and pasta between 2 dishes. Garnish with the green tops of the scallions and a drizzle of olive oil. Serve with the remaining lemon wedges on the side, if you’d like. Enjoy!",'2016-12-12',,15,1,55,55,'https://media.blueapron.com/recipes/1933/square_newsletter_images/1478203767-4-2532/120516_2PF_ShrimpPasta-3205_SQ.jpg?quality=80&width=850'
51, 'Mushroom & Fennel Fettuccine', 'With Hakurei Turnips & Mascarpone Cheese',"1Prepare the ingredients:
Wash and dry the fresh produce. Heat a large pot of salted water to boiling on high. Cut the mushrooms into _-inch-thick pieces. Peel and mince the garlic. Peel and small dice the shallot. Cut off and discard any fennel stems. Halve the fennel lengthwise; cut out and discard the core, then thinly slice the bulb. Cut off and discard the ends of the turnips; peel and quarter the turnips, then thinly slice crosswise. Finely chop the parsley leaves and stems.

Brown the mushrooms:
2Brown the mushrooms:
In a large pan (nonstick, if you have one), heat 1 tablespoon of olive oil on medium-high until hot. Add the mushrooms and cook, stirring occasionally, 3 to 4 minutes, or until browned. Season with salt and pepper. Add half the garlic and half the shallot. Cook, stirring occasionally, 2 to 3 minutes, or until softened; season with salt and pepper to taste. Transfer to a plate. Wipe out the pan.

Cook the vegetables:
3Cook the vegetables:
In the same pan, heat 1 tablespoon of olive oil on medium-high until hot. Add the fennel, turnips, remaining garlic and remaining shallot; season with salt and pepper. Cook, stirring occasionally, 8 to 10 minutes, or until lightly browned and softened. Turn off the heat.

Cook the pasta:
4Cook the pasta:
While the vegetables cook, add the pasta to the pot of boiling water. Cook 9 to 10 minutes, or until al dente (still slightly firm to the bite). Reserving _ cup of the pasta cooking water, drain thoroughly.

Finish the pasta:
5Finish the pasta:
Add the cooked pasta, browned mushrooms, butter, half the parsley and half the reserved pasta cooking water to the pan. Cook on medium-high, stirring vigorously, 1 to 2 minutes, or until thoroughly combined. Add the cheese and stir to thoroughly combine. (If the sauce seems dry, gradually add the remaining pasta cooking water to achieve your desired consistency.) Remove from heat and season with salt and pepper to taste.

Plate your dish:
6Plate your dish:
Divide the finished pasta between 2 dishes. Garnish with the remaining parsley. Enjoy!",'2016-11-11',,28,1,50,50,'https://media.blueapron.com/recipes/1870/square_newsletter_images/1474051642-4-8225/101716_2V2_MushroomFettucine-1155_SQ.jpg?quality=80&width=850'
52, 'Crispy Catfish', 'With Yellow Curry & Bird&#39;s Eye Chile Sauce',"1Prepare the ingredients:
Wash and dry the fresh produce. Using a peeler, remove the green rind of the lime, avoiding the white pith; mince the rind to get 2 teaspoons of zest (or use a zester). Quarter the lime. Peel and mince the ginger. Remove and discard the kale stems; roughly chop the leaves. In a bowl, combine the coconut milk powder and _ cup of water; whisk until smooth. Cut off and discard the stem end of the chile; thinly slice crosswise, then thoroughly wash your hands.

Cook the rice:
2Cook the rice:
In a small pot, combine the rice, a big pinch of salt and 1 cup of water. Heat to boiling on high. Once boiling, cover and reduce the heat to low. Cook 12 to 14 minutes, or until the water has been absorbed and the rice is tender. Remove from heat and fluff the cooked rice with a fork. Stir in the lime zest and season with salt and pepper to taste.

Coat & cook the catfish:
3Coat & cook the catfish:
While the rice cooks, place the flour on a plate. Pat the catfish dry with paper towels; season with salt and pepper on both sides. Coat 1 side of each seasoned fillet in the flour (tapping off any excess). In a medium pan (nonstick, if you have one), heat 2 teaspoons of olive oil on medium-high until hot. Add the seasoned catfish, coated sides down; cook 5 to 7 minutes on the first side, or until lightly browned. Flip and cook 1 to 2 minutes, or until cooked through. Transfer to a plate and set aside in a warm place. Wipe out the pan.

Start the curry:
4Start the curry:
While the rice continues to cook, in the same pan, heat 2 teaspoons of olive oil on medium-high until hot. Add the curry paste and ginger; season with salt and pepper. Cook, stirring occasionally, 30 seconds to 1 minute, or until softened and fragrant. Add the kale and _ cup of water; season with salt and pepper. Cook, stirring occasionally, 2 to 3 minutes, or until the kale has wilted and the water has cooked off.

Finish the curry:
5Finish the curry:
Add the coconut milk powder mixture, half the sugar and half the ponzu sauce to the pan; season with salt and pepper. Cook, stirring occasionally, 1 to 2 minutes, or until slightly thickened and heated through. Turn off the heat and stir in the juice of 1 lime wedge. Season with salt and pepper to taste.

Make the chile sauce & plate your dish:
6Make the chile sauce & plate your dish:
In a bowl, combine the remaining sugar, remaining ponzu sauce, the juice of 1 lime wedge and as much of the chile as you’d like, depending on how spicy you’d like the sauce to be. Stir until the sugar dissolves. Divide the cooked rice and finished curry between 2 dishes. Top with the cooked catfish. Serve with the chile sauce and remaining lime wedges. Enjoy!",'2016-11-11',,36,1,25,30,'https://media.blueapron.com/recipes/1867/square_newsletter_images/1475789651-4-4870/101716_2F_ThaiCatfishCurry_Reshoot1377_SQ.jpg?quality=80&width=850'
39, 'Lamb, 'Beef & Mushroom Stew with Parmesan Potatoes & Chives',"1Make the parmesan potatoes:
Preheat the oven to 475°F. Wash and dry the potatoes; thinly slice into rounds. Line a sheet pan with aluminum foil. Place the potatoes on the prepared sheet pan. Drizzle with olive oil and season with salt and pepper; toss to thoroughly coat. Arrange in a single, even layer and roast 18 to 20 minutes, or until browned and tender when pierced with a fork. Remove from the oven, leaving the oven on. Carefully top the roasted potatoes with the cheese. Return to the oven and roast 4 to 6 minutes, or until the cheese is lightly browned. Remove from the oven.

Prepare the remaining ingredients:
2Prepare the remaining ingredients:
While the potatoes roast, wash and dry the remaining fresh produce. Cut the mushrooms into bite-sized pieces. Small dice the celery. Cut off and discard the root ends of the scallions; thinly slice, separating the white bottoms and green tops. Thinly slice the chives.

Cook the lamb & beef:
3Cook the lamb & beef:
While the potatoes continue to roast, in a large, high-sided pan (or pot), heat 2 teaspoons of olive oil on medium-high until hot. Add the ground lamb and beef; season with salt and pepper. Cook, frequently breaking the meat apart with a spoon, 5 to 7 minutes, or until browned and cooked through.

Add the vegetables:
4Add the vegetables:
Add the mushrooms, celery and white bottoms of the scallions to the pan; season with salt and pepper. Cook, stirring occasionally, 3 to 4 minutes, or until lightly browned and softened.

Finish the stew:
5Finish the stew:
Add the spice blend and tomato paste to the pan; season with salt and pepper. Cook, stirring occasionally, 1 to 2 minutes, or until dark red and fragrant.

Add the soy glaze and 1 cup of water. Cook, stirring occasionally and scraping up any browned bits from the bottom of the pan, 5 to 6 minutes, or until thickened.

Turn off the heat; season with salt and pepper to taste.

Plate your dish:
6Plate your dish:
Divide the finished stew between 2 dishes. Top with the parmesan potatoes. Garnish with the green tops of the scallions and chives. Enjoy!",'2022-06-06',,91,1,50,5,'https://media.blueapron.com/recipes/2133/square_newsletter_images/1486678488-4-0003-9207/220-2PM-Lamb-Beef-Mushroom-Stew-20835_x1b_WEB_Center.jpg?quality=80&width=850'
